#TYPE AzureOperation
"ProviderNamespace","ProviderName","Operation","OperationName","ResourceName","Description","IsDataAction"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/delete","Delete Peering","peerings","Delete any peerings","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/providers/Microsoft.Insights/metricDefinitions/read","Read peering metric definitions","peerings","Gets the available metric definitions for peering","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/read","Read Peering","peerings","Read any peerings","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/receivedRoutes/read","Read PeeringReceivedRoutes","receivedRoutes","Read any receivedRoutes","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/registeredAsns/delete","Delete RegisteredAsns","registeredAsns","Delete any registeredAsns","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/registeredAsns/read","Read RegisteredAsns","registeredAsns","Read any registeredAsns","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/registeredAsns/write","Write RegisteredAsns","registeredAsns","Write any registeredAsns","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/registeredPrefixes/delete","Delete RegisteredPrefixes","registeredPrefixes","Delete any registeredPrefixes","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/registeredPrefixes/read","Read RegisteredPrefixes","registeredPrefixes","Read any registeredPrefixes","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/registeredPrefixes/write","Write RegisteredPrefixes","registeredPrefixes","Write any registeredPrefixes","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peerings/write","Write Peering","peerings","Write any peerings","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServiceLocations/read","Read PeeringServiceLocations","peeringServiceLocations","Read any peeringServiceLocations","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServiceProviders/read","Read PeeringServiceProviders","peeringServiceProviders","Read any peeringServiceProviders","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/connectionMonitorTests/delete","Delete Peering Service Connection Monitor Tests","connectionMonitorTests","Delete any Peering Service Connection Monitor Tests","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/connectionMonitorTests/read","Read Peering Service Connection Monitor Tests","connectionMonitorTests","Read any Peering Service Connection Monitor Tests","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/connectionMonitorTests/write","Write Peering Service Connection Monitor Tests","connectionMonitorTests","Write any connectionMonitorTests","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/delete","Delete PeeringServices","peeringServices","Delete any peeringServices","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/prefixes/delete","Delete PeeringServicePrefixes","prefixes","Delete any prefixes","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/prefixes/read","Read PeeringServicePrefixes","prefixes","Read any prefixes","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/prefixes/write","Write PeeringServicePrefixes","prefixes","Write any prefixes","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/providers/Microsoft.Insights/metricDefinitions/read","Read peering service metric definitions","peeringServices","Gets the available metric definitions for peering service","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/providers/Microsoft.Insights/metricDefinitions/read","Read peering service connection monitor test metric definitions","peeringServices","Gets the available metric definitions for peering service connection monitor","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/read","Read PeeringServices","peeringServices","Read any peeringServices","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/peeringServices/write","Write PeeringService","peeringServices","Write any peeringServices","False"
"Microsoft.Peering","Microsoft.Peering","Microsoft.Peering/register/action","Registers the Peering Resource Provider","","Registers the subscription for the Peering Resource Provider and enables the creation of peerings","False"
"-","Microsoft.Pki","","** No operations discovered **","","Provider name discovered via Get-AzProviderFeatures","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/Locations/OperationStatuses/read","Get or List OperationStatuses","Locations/OperationStatuses","Gets or Lists OperationStatuses","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/Locations/OperationStatuses/write","Create or Update OperationStatuses","Locations/OperationStatuses","Creates or Updates OperationStatuses","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/playerAccountPools/delete","Delete PlayFab PlayerAccountPools resource.","playerAccountPools","Deletes an existing playFab PlayerAccountPools resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/playerAccountPools/read","Get or List PlayFab PlayerAccountPools resource(s).","playerAccountPools","Gets or Lists existing PlayFab PlayerAccountPools resource(s).","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/playerAccountPools/write","Create or Update PlayFab PlayerAccountPools.","playerAccountPools","Creates or Updates PlayFab PlayerAccountPools.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/register/action","Register the Microsoft.PlayFab","","Register the subscription for Microsoft.PlayFab","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/delete","Delete PlayFab Titles resource.","titles","Deletes an existing playFab Titles resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/read","Get or List PlayFab Titles resource(s).","titles","Gets or Lists existing PlayFab Titles resource(s).","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/titledatasets/delete","Delete PlayFab TitleDataSet resource.","titles/titledatasets","Deletes an existing PlayFab TitleDataSet resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/titledatasets/read","Get or List PlayFab TitleDataSet resource.","titles/titledatasets","Gets or Lists an existing PlayFab TitleDataSet resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/titledatasets/write","Create or Update PlayFab TitleDataSet resource.","titles/titledatasets","Creates or Updates an existing PlayFab TitleDataSet resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/titleinternaldatasets/delete","Delete PlayFab TitleInternalDataSet resource.","titles/titleinternaldatasets","Deletes an existing PlayFab TitleInternalDataSet resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/titleinternaldatasets/read","Get or List PlayFab TitleInternalDataSet resource.","titles/titleinternaldatasets","Gets or Lists an existing PlayFab TitleInternalDataSet resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/titleinternaldatasets/write","Create or Update PlayFab TitleInternalDataSet resource.","titles/titleinternaldatasets","Creates or Updates an existing PlayFab TitleInternalDataSet resource.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/titles/write","Create or Update PlayFab Titles.","titles","Creates or Updates PlayFab Titles.","False"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab/unregister/action","Unregister the Microsoft.PlayFab","","Unregister the subscription for Microsoft.PlayFab","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/asyncOperationResults/read","Get Async Operation Result","Async Operation Results","Gets the async operation result.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/attestations/delete","Delete Attestations","Attestations","Delete compliance state attestations.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/attestations/read","Get Attestations","Attestations","Get compliance state attestations.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/attestations/write","Create or Update Attestations","Attestations","Create or update compliance state attestations.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/checkDataPolicyCompliance/action","Check Data Policy Compliance","","Check the compliance status of a given component against data policies.","True"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/checkPolicyRestrictions/read","Check Policy Restrictions","Check Policy Restrictions","Get details about the restrictions that policy will enforce on a resource.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/eventGridFilters/delete","Delete Event Grid Filters","Event Grid Filters","Delete Event Grid filters.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/eventGridFilters/read","Get Event Grid Filters","Event Grid Filters","Get Event Grid filters used to track which scopes to publish state change notifications for.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/eventGridFilters/write","Create or Update Event Grid Filters","Event Grid Filters","Create or update Event Grid filters.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/operations/read","Get Microsoft Policy Insights operations","Operations","Gets supported operations on Microsoft.PolicyInsights namespace","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyEvents/logDataEvents/action","Log Data Policy Events","Policy Events","Log the resource component policy events.","True"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyEvents/queryResults/action","Query Policy Events","Policy Events","Query information about policy events.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyEvents/queryResults/read","Query Policy Events","Policy Events","Query information about policy events.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyMetadata/read","Get Policy Metadata","Policy Metadata","Get Policy Metadata resources.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyStates/queryResults/action","Query Policy States","Policy States","Query information about policy states.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyStates/queryResults/read","Query Policy States","Policy States","Query information about policy states.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyStates/summarize/action","Query Policy Latest States Summary","Policy States","Query summary information about policy latest states.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyStates/summarize/read","Query Policy Latest States Summary","Policy States","Query summary information about policy latest states.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyStates/triggerEvaluation/action","Trigger Policy Insights Compliance Evaluation","Policy States","Triggers a new compliance evaluation for the selected scope.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/policyTrackedResources/queryResults/read","Query Policy Tracked Resources","Policy Tracked Resources","Query information about resources required by DeployIfNotExists policies.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/register/action","Register Microsoft Policy Insights Resource Provider","","Registers the Microsoft Policy Insights resource provider and enables actions on it.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/remediations/cancel/action","Cancel Policy Remediations","Policy Remediations","Cancel in-progress Microsoft Policy remediations.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/remediations/delete","Delete Policy Remediations","Policy Remediations","Delete policy remediations.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/remediations/listDeployments/read","List Remediation Deployments","Policy Remediations","Lists the deployments required by a policy remediation.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/remediations/read","Get Policy Remediations","Policy Remediations","Get policy remediations.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/remediations/write","Create or Update Microsoft Policy remediations","Policy Remediations","Create or update Microsoft Policy remediations.","False"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Microsoft.PolicyInsights/unregister/action","Unregister Microsoft Policy Insights Resource Provider","","Unregisters the Microsoft Policy Insights resource provider.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/consoles/delete","Delete Cloud Shell","Consoles","Removes the Cloud Shell instance.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/consoles/read","Get Cloud Shell","Consoles","Reads the Cloud Shell instance.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/consoles/write","Create Cloud Shell","Consoles","Create or update a Cloud Shell instance.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/dashboards/delete","Delete Dashboard","Dashboards","Removes the dashboard from the subscription.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/dashboards/read","Get Dashboard","Dashboards","Reads the dashboards for the subscription.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/dashboards/write","Set Dashboard","Dashboards","Add or modify dashboard to a subscription.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/register/action","Register Portal","","Register to Portal","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/tenantConfigurations/delete","Delete Tenant configuration","Tenant configuration","Removes Tenant configuration. User has to be a Tenant Admin for this operation.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/tenantConfigurations/read","Get Tenant configuration","Tenant configuration","Reads Tenant configuration","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/tenantConfigurations/write","Set Tenant configuration","Tenant configuration","Adds or updates Tenant configuration. User has to be a Tenant Admin for this operation.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/usersettings/delete","Delete User Settings","UserSettings","Removes the Cloud Shell user settings.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/usersettings/read","Get User Settings","UserSettings","Reads the Cloud Shell user settings.","False"
"Microsoft Portal","Microsoft.Portal","Microsoft.Portal/usersettings/write","Set User Settings","UserSettings","Create or update Cloud Shell user setting.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/locations/checkNameAvailability/action","Check Name Availability","Workspace Collections","Retrieves the name availability for the specified resource.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/delete","Deletes private link service","Private link service resources","Deletes resource for the tenant private link service.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateEndpointConnectionProxies/privateEndpointName.privateEndpointGuid/delete","Deletes private endpoint connection proxy","Private link service resources","Deletes private endpoint connection proxy for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateEndpointConnectionProxies/privateEndpointName.privateEndpointGuid/read","Gets private endpoint connection proxy","Private link service resources","Gets private endpoint connection proxy for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateEndpointConnectionProxies/privateEndpointName.privateEndpointGuid/validate/action","Validates a private endpoint connection proxy","Private link service resources","Validates a private endpoint connection proxy before create or update.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateEndpointConnectionProxies/privateEndpointName.privateEndpointGuid/write","Creates or updates private endpoint connection proxy","Private link service resources","Creates or updates private endpoint connection proxy for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateEndpointConnections/privateEndpointName.privateEndpointGuid/delete","Deletes private endpoint connection","Private link service resources","Deletes private endpoint connection for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateEndpointConnections/privateEndpointName.privateEndpointGuid/read","Gets private endpoint connection","Private link service resources","Gets private endpoint connection for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateEndpointConnections/privateEndpointName.privateEndpointGuid/write","Creates or updates private endpoint connection","Private link service resources","Creates or updates private endpoint connection for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/privateLinkResources/read","Gets private link resources by name","Private link service resources","Gets private link resources in an Azure resource.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/azureResourceName/write","Creates or updates private link service","Private link service resources","Creates or updates resource for the tenant private link service.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/delete","Deletes private link service","Private link service resources","Deletes resource for the tenant private link service.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/operationResults/operationId/read","Get Operation Result","Private link service resources","Gets operation result of Private Link Service Resources for Power BI.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/operationResults/read","Get Operation Result","Private link service resources","Gets operation result of Private Link Service Resources for Power BI.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/privateEndpointConnectionProxies/delete","Deletes private endpoint connection proxy","Private link service resources","Deletes private endpoint connection proxy for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/privateEndpointConnectionProxies/read","Gets private endpoint connection proxy","Private link service resources","Gets private endpoint connection proxy for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/privateEndpointConnectionProxies/validate/action","Validates a private endpoint connection proxy","Private link service resources","Validates a private endpoint connection proxy before create or update.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/privateEndpointConnectionProxies/write","Creates or updates private endpoint connection proxy","Private link service resources","Creates or updates private endpoint connection proxy for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/privateEndpointConnections/delete","Deletes private endpoint connection","Private link service resources","Deletes private endpoint connection for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/privateEndpointConnections/read","Gets private endpoint connection","Private link service resources","Gets private endpoint connection for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/privateEndpointConnections/write","Creates or updates private endpoint connection","Private link service resources","Creates or updates private endpoint connection for the tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/read","Gets all resources","Private link service resources","Gets all resources for the tenant private link service.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/privateLinkServicesForPowerBI/write","Creates or updates private link service","Private link service resources","Creates or updates resource for the tenant private link service.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/delete","Delete Tenant","Tenants","Deletes the specified Power BI Tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/providers/Microsoft.Insights/diagnosticSettings/read","Read Diagnostic Settings","Tenants","Reads Diagnostic Settings for the specified Azure Tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/providers/Microsoft.Insights/diagnosticSettings/write","Write Diagnostic Settings","Tenants","Writes Diagnostic Settings for the specified Azure Tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/providers/Microsoft.Insights/logDefinitions/read","Read Log Definitions","Tenants","Reads Log Definitions for the specified Azure Tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/read","Read Tenant","Tenants","Reads the specified Power BI Tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/workspaces/delete","Delete Tenant","Workspaces","Deletes the specified Power BI Tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/workspaces/providers/Microsoft.Insights/diagnosticSettings/read","Read Diagnostic Settings","Workspaces","Reads Diagnostic Settings for the specified Azure Workspace.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/workspaces/providers/Microsoft.Insights/diagnosticSettings/write","Write Diagnostic Settings","Workspaces","Writes Diagnostic Settings for the specified Azure Workspace.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/workspaces/providers/Microsoft.Insights/logDefinitions/read","Read Log Definitions","Workspaces","Reads Log Definitions for the specified Azure Workspace.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/workspaces/read","Read Workspaces","Workspaces","Reads the specified Power BI Workspace.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/workspaces/write","Create/Update a Workspace","Workspaces","Creates or updates the specified Power BI Workspace.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/tenants/write","Create/Update Tenant","Tenants","Creates or updates the specified Power BI Tenant.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/workspaceCollections/delete","Delete Workspace Collection","Workspace Collections","Deletes the specified Power BI Workspace Collection.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/workspaceCollections/listKeys/action","List Workspace Collection Access Keys","Workspace Collections","Retrieves the primary and secondary access keys for the specified Power BI Workspace Collection.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/workspaceCollections/read","Read Workspace Collection","Workspace Collections","Retrieves the specified Power BI Workspace Collection.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/workspaceCollections/regenerateKey/action","Regenerate Workspace Collection Access Key","Workspace Collections","Regenerates the primary or secondary access key for the specified Power BI Workspace Collection.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/workspaceCollections/workspaces/read","Read Workspace Collection Workspaces","Workspace Collections","Retrieves the Power BI Workspaces under the specified Power BI Workspace Collection.","False"
"Microsoft.PowerBI","Microsoft.PowerBI","Microsoft.PowerBI/workspaceCollections/write","Create/Update Workspace Collection","Workspace Collections","Creates or updates the specified Power BI Workspace Collection.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/autoScaleVCores/delete","Delete the Power BI Auto Scale V-Core.","autoScaleVCores","Deletes the Power BI Auto Scale V-Core.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/autoScaleVCores/read","Read Power BI Auto Scale V-Core.","autoScaleVCores","Retrieves the information of the specificed Power BI Auto Scale V-Core.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/autoScaleVCores/write","Create/Update Power BI Auto Scale V-Core.","autoScaleVCores","Creates or updates the specified Power BI Auto Scale V-Core.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/capacities/delete","Delete the Power BI Dedicated Capacity","capacities","Deletes the Power BI Dedicated Capacity.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/capacities/read","Read Power BI Dedicated Capacity","capacities","Retrieves the information of the specified Power BI Dedicated Capacity.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/capacities/resume/action","Resume the Capacity.","capacities","Resumes the Capacity.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/capacities/skus/read","Read available SKU information for the capacity","capacities","Retrieve available SKU information for the capacity","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/capacities/suspend/action","Suspend the Capacity.","capacities","Suspends the Capacity.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/capacities/write","Create/Update Power BI Dedicated Capacity","capacities","Creates or updates the specified Power BI Dedicated Capacity.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/locations/checkNameAvailability/action","Check availability of the Power BI Dedicated resource name","capacities","Checks that given Power BI Dedicated resource name is valid and not in use.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/locations/checkNameAvailability/action","Check availability of the Power BI Dedicated resource name","capacities","Checks that given Power BI Dedicated resource name is valid and not in use.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/locations/operationresults/read","Read operation results","capacities","Retrieves the information of the specified operation result.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/locations/operationresults/read","Read operation results","capacities","Retrieves the information of the specified operation result.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/locations/operationstatuses/read","Read operation statuses","capacities","Retrieves the information of the specified operation status.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/locations/operationstatuses/read","Read operation statuses","capacities","Retrieves the information of the specified operation status.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/operations/read","Read operations","capacities","Retrieves the information of operations","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/operations/read","Read operations","capacities","Retrieves the information of operations","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/register/action","Register PowerBI Dedicated resource provider","","Registers Power BI Dedicated resource provider.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/register/action","Register PowerBI Dedicated resource provider","","Registers Power BI Dedicated resource provider.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/servers/delete","Delete the Power BI Dedicated Server","servers","Deletes the Power BI Dedicated Server","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/servers/read","Read Power BI Dedicated Server","servers","Retrieves the information of the specified Power BI Dedicated Server.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/servers/resume/action","Resume the Server","servers","Resumes the Server.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/servers/skus/read","Read available SKU information for the server","servers","Retrieve available SKU information for the Server.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/servers/suspend/action","Suspend the Server","servers","Suspends the Server.","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/servers/write","Create/Update Power BI Dedicated Server","servers","Creates or updates the specified Power BI Dedicated Server","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/skus/read","Read SKU information","capacities","Retrieves the information of Skus","False"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","Microsoft.PowerBIDedicated/skus/read","Read SKU information","capacities","Retrieves the information of Skus","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/accounts/delete","Delete Account","Account","Deletes an account","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/accounts/read","Get account definition","Account","Gets account","False"
