#TYPE AzureOperations
"ProviderNamespace","Operation","OperationName","ResourceName","IsDataAction","Description"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/write","Creates or updates the Sql pool vulnerability assessment",,"False","Creates or updates the Sql pool vulnerability assessment"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/delete","Delete SQL Analytics pool Vulnerability Assessment.",,"False","Delete any SQL Analytics pool Vulnerability Assessment."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/scans/read","Read SQL Analytics pool Vulnerability Assessment Scan Records.",,"False","Read any SQL Analytics pool Vulnerability Assessment Scan Records."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/scans/initiateScan/action","Initiate SQL Analytics pool Vulnerability Assessment Scan Records.",,"False","Initiate any SQL Analytics pool Vulnerability Assessment Scan Records."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/scans/export/action","Export SQL Analytics pool Vulnerability Assessment Scan Records.",,"False","Export any SQL Analytics pool Vulnerability Assessment Scan Records."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/securityAlertPolicies/read","Read Sql Analytics pool Threat Detection Policies.",,"False","Read any Sql Analytics pool Threat Detection Policies."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/securityAlertPolicies/write","Create or Update SQL Analytics pool Threat Detection Policies.",,"False","Create or Update any SQL Analytics pool Threat Detection Policies."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/schemas/tables/columns/sensitivityLabels/read","Gets the sensitivity label of a given column.",,"False","Gets the sensitivity label of a given column."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/schemas/tables/columns/sensitivityLabels/enable/action","Enable SQL Analytics pool Sensitivity Labels.",,"False","Enable any SQL Analytics pool Sensitivity Labels."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/schemas/tables/columns/sensitivityLabels/disable/action","Disable SQL Analytics pool Sensitivity Labels.",,"False","Disable any SQL Analytics pool Sensitivity Labels."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/schemas/tables/columns/sensitivityLabels/write","Create or update SQL Analytics pool Sensitivity Labels.",,"False","Create or Update any SQL Analytics pool Sensitivity Labels."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/schemas/tables/columns/sensitivityLabels/delete","Delete SQL Analytics pool Sensitivity Labels.2",,"False","Delete any SQL Analytics pool Sensitivity Labels."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/rules/baselines/read","Get a SQL Analytics pool Vulnerability Assessment Rule Baseline.",,"False","Get a SQL Analytics pool Vulnerability Assessment Rule Baseline."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/rules/baselines/write","Create or Update SQL Analytics pool Vulnerability Assessment Rule Baseline.",,"False","Create or Update any SQL Analytics pool Vulnerability Assessment Rule Baseline."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/vulnerabilityAssessments/rules/baselines/delete","Delete SQL Analytics pool Vulnerability Assessment Rule Baseline.",,"False","Delete any SQL Analytics pool Vulnerability Assessment Rule Baseline."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/operationStatuses/read","Read Async Operation Status.",,"False","Read any Async Operation Status."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/operationResults/read","Read Async Operation Result.",,"False","Read any Async Operation Result."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/operationResults/read","Read Async Operation Result.",,"False","Read any Async Operation Result."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/bigDataPools/write","Create or Update Spark pools.",,"False","Create or Update any Spark pools."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/bigDataPools/read","Read Spark pools.",,"False","Read any Spark pools."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/bigDataPools/delete","Delete Spark pools.",,"False","Delete any Spark pools."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/metadataSync/write","Create or Update SQL Analytics pool Metadata Sync Config",,"False","Create or Update SQL Analytics pool Metadata Sync Config"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/metadataSync/read","Read SQL Analytics pool Metadata Sync Config",,"False","Read SQL Analytics pool Metadata Sync Config"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/recoverableSqlpools/read","Gets recoverable SQL Analytics Pools",,"False","Gets recoverable SQL Analytics Pools, which are the resources representing geo backups of SQL Analytics Pools"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/administrators/write","Set Active Directory Administrator",,"False","Set Active Directory Administrator on the Workspace"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/administrators/read","Get Workspace Active Directory Administrator",,"False","Get Workspace Active Directory Administrator"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/administrators/delete","Delete Workspace Active Directory Administrator",,"False","Delete Workspace Active Directory Administrator"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/privateEndpointConnections/write","Create or Update Private Endpoint Connection",,"False","Create or Update Private Endpoint Connection"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/privateEndpointConnections/read","Read Private Endpoint Connections",,"False","Read any Private Endpoint Connection"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/privateEndpointConnections/delete","Delete Private Endpoint Connection",,"False","Delete Private Endpoint Connection"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/privateLinkResources/read","Get Private Link Resources",,"False","Get a list of Private Link Resources"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/extensions/read","Get SQL Analytics Pool extension",,"False","Get SQL Analytics Pool extension"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/extensions/write","Change the extension for a given SQL Analytics Pool",,"False","Change the extension for a given SQL Analytics Pool"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/write","Create PrivateLinkHubs.",,"False","Create any PrivateLinkHubs."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/read","Read PrivateLinkHubs.",,"False","Read any PrivateLinkHubs."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/delete","Delete PrivateLinkHubs.",,"False","Delete PrivateLinkHubs."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/privateEndpointConnectionsApproval/action","Private Endpoint Connections Auto Approval",,"False","Determines if user is allowed to auto approve a private endpoint connection to a privateLinkHub"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/locations/operationStatuses/read","Read Async Operation Status.",,"False","Read any Async Operation Status."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/locations/operationResults/read","Read Async Operation Result.",,"False","Read any Async Operation Result."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/privateLinkResources/read","Get Private Link Resources",,"False","Get a list of Private Link Resources"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/privateEndpointConnections/write","Create or Update Private Endpoint Connection for PrivateLinkHub",,"False","Create or Update Private Endpoint Connection for PrivateLinkHub"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/privateEndpointConnections/read","Read Private Endpoint Connections for PrivateLinkHub",,"False","Read any Private Endpoint Connection for PrivateLinkHub"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/privateLinkHubs/privateEndpointConnections/delete","Delete Private Endpoint Connection for PrivateLinkHub",,"False","Delete Private Endpoint Connection for PrivateLinkHub"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/operationStatuses/read","Read Async Operation Result.",,"False","Read any Async Operation Result."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/keys/write","Create or Update Workspace Keys",,"False","Create or Update Workspace Keys"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/keys/read","Read Workspace Key Definition.",,"False","Read any Workspace Key Definition."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/keys/delete","Delete Workspace Key.",,"False","Delete any Workspace Key."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/libraries/read","Read Library Artifacts",,"False","Read Library Artifacts"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/read","Lists the workload groups for a selected SQL pool.",,"False","Lists the workload groups for a selected SQL pool."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/write","Sets the properties for a specific workload group.",,"False","Sets the properties for a specific workload group."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/delete","Drops a specific workload group.",,"False","Drops a specific workload group."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/workloadClassifiers/read","Lists the workload classifiers for a selected SQL Analytics Pool.",,"False","Lists the workload classifiers for a selected SQL Analytics Pool."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/workloadClassifiers/write","Sets the properties for a specific workload classifier.",,"False","Sets the properties for a specific workload classifier."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/workloadClassifiers/delete","Drops a specific workload classifier.",,"False","Drops a specific workload classifier."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/extendedAuditingSettings/read","Read SQL Analytics pool Extended Auditing Settings.",,"False","Read any SQL Analytics pool Extended Auditing Settings."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/extendedAuditingSettings/write","Create or Update SQL Analytics pool Extended Auditing Settings.",,"False","Create or Update any SQL Analytics pool Extended Auditing Settings."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/dataMaskingPolicies/read","Return the list of  SQL Analytics pool data masking policies.",,"False","Return the list of SQL Analytics pool data masking policies."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/dataMaskingPolicies/write","Creates or updates a SQL Analytics pool data masking policy",,"False","Creates or updates a SQL Analytics pool data masking policy"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/dataMaskingPolicies/rules/read","Gets a list of SQL Analytics pool data masking rules.",,"False","Gets a list of SQL Analytics pool data masking rules."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/dataMaskingPolicies/rules/write","Creates or updates a SQL Analytics pool data masking rule.",,"False","Creates or updates a SQL Analytics pool data masking rule."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/columns/read","Return a list of columns for a SQL Analytics pool",,"False","Return a list of columns for a SQL Analytics pool"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/sensitivityLabels/read","List sensitivity labels of a given SQL Analytics pool.",,"False","Gets the sensitivity label of a given column."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/auditRecords/read","Get Sql pool blob audit records",,"False","Get Sql pool blob audit records"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/resourceGroups/operationStatuses/read","Read Async Operation Status.",,"False","Read any Async Operation Status."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/extendedAuditingSettings/write","Create or Update SQL server extended auditing settings.",,"False","Create or Update SQL server extended auditing settings."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/extendedAuditingSettings/read","Read default SQL server extended auditing settings.",,"False","Read default SQL server extended auditing settings."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/auditingSettings/write","Create or Update SQL server auditing settings.",,"False","Create or Update SQL server auditing settings."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/auditingSettings/read","Read default SQL server auditing settings.",,"False","Read default SQL server auditing settings."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/securityAlertPolicies/write","Create or Update SQL server security alert policies.",,"False","Create or Update SQL server security alert policies."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/securityAlertPolicies/read","Read default SQL server security alert policies.",,"False","Read default SQL server security alert policies."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/vulnerabilityAssessments/write","Create or Update SQL server vulnerability assement report.",,"False","Create or Update SQL server vulnerability assement report."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/vulnerabilityAssessments/read","Read default SQL server vulnerability assement report.",,"False","Read default SQL server vulnerability assement report."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/vulnerabilityAssessments/delete","Delete SQL server vulnerability assement report.",,"False","Delete SQL server vulnerability assement report."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/restorableDroppedSqlPools/read","Get Restorable Dropped Sql pool.",,"False","Gets a deleted Sql pool that can be restored"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/dataWarehouseQueries/Steps/read","Read SQL Analytics pool Query Steps.",,"False","Read any SQL Analytics pool Query Steps."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/operationStatuses/read","SQL Analytics Pool workload group operation status",,"False","SQL Analytics Pool workload group operation status"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/workloadClassifiers/operationStatuses/read","SQL Analytics Pool workload classifier operation status",,"False","SQL Analytics Pool workload classifier operation status"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlPools/workloadGroups/workloadClassifiers/operationResults/read","SQL Analytics Pool workload classifier operation result",,"False","SQL Analytics Pool workload classifier operation result"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlUsages/read","Gets usage limits available for SQL Analytics Pools",,"False","Gets usage limits available for SQL Analytics Pools"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlAdministrators/write","Set Active Directory Administrator",,"False","Set Active Directory Administrator on the Workspace"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlAdministrators/read","Get Workspace Active Directory Administrator",,"False","Get Workspace Active Directory Administrator"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlAdministrators/delete","Delete Workspace Active Directory Administrator",,"False","Delete Workspace Active Directory Administrator"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlDatabases/write","Create or Update SQL Analytics Databases.",,"False","Create or Update any SQL Analytics Databases."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sqlDatabases/read","Create or Update SQL Analytics Databases.",,"False","Read any SQL Analytics Databases."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/locations/kustoPoolOperationResults/read","Read operations resources",,"False","Reads operations resources"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/Locations/KustoPoolCheckNameAvailability/action","Check name availability action",,"False","Checks resource name availability."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/read","Read cluster resource",,"False","Reads a cluster resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/write","Write cluster resource",,"False","Writes a cluster resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/delete","Delete cluster resource",,"False","Deletes a cluster resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Start/action","Cluster start action",,"False","Starts the cluster."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Stop/action","Cluster stop action",,"False","Stops the cluster."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/CheckNameAvailability/action","Cluster check name availability action",,"False","Checks the cluster name availability."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/ListLanguageExtensions/action","Lists language extensions action",,"False","Lists language extensions."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/AddLanguageExtensions/action","Add language extensions action",,"False","Add language extensions."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/RemoveLanguageExtensions/action","Remove language extensions action",,"False","Remove language extensions."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/DetachFollowerDatabases/action","Detach follower databases action",,"False","Detaches follower's databases."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/ListFollowerDatabases/action","List follower's databases action",,"False","Lists the follower's databases."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/read","Read database resource",,"False","Reads a database resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/write","Write database resource",,"False","Writes a database resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/delete","Delete database resource",,"False","Deletes a database resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/DataConnectionValidation/action","Data connection validation action",,"False","Validates database data connection."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/CheckNameAvailability/action","Check name availability action for a given type",,"False","Checks name availability for a given type."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/DataConnections/read","Read a data connections resource",,"False","Reads a data connections resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/DataConnections/write","Write a data connections resource",,"False","Writes a data connections resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/DataConnections/delete","Delete a data connections resource",,"False","Deletes a data connections resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrincipalAssignments/read","Read a Cluster principal assignments resource",,"False","Reads a Cluster principal assignments resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrincipalAssignments/write","Write a Cluster principal assignments resource",,"False","Writes a Cluster principal assignments resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrincipalAssignments/delete","Delete a Cluster principal assignments resource",,"False","Deletes a Cluster principal assignments resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/PrincipalAssignments/read","Read a database principal assignments resource",,"False","Reads a database principal assignments resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/PrincipalAssignments/write","Write a database principal assignments resource",,"False","Writes a database principal assignments resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/Databases/PrincipalAssignments/delete","Delete a database principal assignments resource",,"False","Deletes a database principal assignments resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateEndpointConnectionProxies/read","Read private endpoint connection proxy",,"False","Reads a private endpoint connection proxy"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateEndpointConnectionProxies/write","Write private endpoint connection proxy",,"False","Writes a private endpoint connection proxy"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateEndpointConnectionProxies/delete","Delete private endpoint connection proxy",,"False","Deletes a private endpoint connection proxy"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateEndpointConnectionProxies/Validate/action","",,"False","Validates a private endpoint connection proxy"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateLinkResources/read","Reads private link resources",,"False","Reads private link resources"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/azureADOnlyAuthentications/write","Create Or Update Azure AD only authentication for workspace and its sub resources.",,"False","Create Or Update Azure AD only authentication for workspace and its sub resources."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/azureADOnlyAuthentications/read","Status of Azure AD only authentication for workspace and its sub resources.",,"False","Status of Azure AD only authentication for workspace and its sub resources."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/SKUs/read","Read cluster SKU resource",,"False","Reads a cluster SKU resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/SKUs/read","Read SKU resource",,"False","Reads a SKU resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/trustedServiceBypassConfiguration/write","Update Trusted Service Bypass configuration for workspace.",,"False","Update Trusted Service Bypass configuration for workspace."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/sparkConfigurations/read","Read SparkConfiguration Artifacts",,"False","Read SparkConfiguration Artifacts"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateEndpointConnections/read","Read private endpoint connection",,"False","Reads a private endpoint connection"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateEndpointConnections/write","Write private endpoint connection",,"False","Writes a private endpoint connection"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/PrivateEndpointConnections/delete","Delete private endpoint connection",,"False","Deletes a private endpoint connection"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/AttachedDatabaseConfigurations/read","Read an attached database configuration resource",,"False","Reads an attached database configuration resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/AttachedDatabaseConfigurations/write","Write an attached database configuration resource",,"False","Writes an attached database configuration resource."
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse/workspaces/kustoPools/AttachedDatabaseConfigurations/delete","Delete an attached database configugration resource",,"False","Deletes an attached database configuration resource."
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift/locations/operationresults/read","Read operation results",,"False",""
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift/locations/operationsstatus/read","Read operations status",,"False",""
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift/openShiftClusters/read","Read OpenShift cluster",,"False",""
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift/openShiftClusters/write","Write OpenShift cluster",,"False",""
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift/openShiftClusters/delete","Delete OpenShift cluster",,"False",""
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift/openShiftClusters/listCredentials/action","List credentials of an OpenShift cluster",,"False",""
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift/operations/read","Read operations",,"False",""
"Azure Digital Twins","Microsoft.DigitalTwins/register/action","Register the Digital Twins Resource Provider",,"False","Register the Subscription for the Digital Twins resource provider and enable the creation of Digital Twins instances."
"Azure Digital Twins","Microsoft.DigitalTwins/query/action","Query Digital Twins Graph",,"True","Query any Digital Twins Graph"
"Azure Digital Twins","Microsoft.DigitalTwins/unregister/action","Unregister the Digital Twins Resource Provider",,"False","Unregister the subscription for the Digital Twins Resource Provider"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/read","Read Azure Digital Twins resource",,"False","Read any Microsoft.DigitalTwins/digitalTwinsInstances resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/write","Create or Update Azure Digital Twins resource",,"False","Create or update any Microsoft.DigitalTwins/digitalTwinsInstances resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/delete","Delete Azure Digital Twins resource",,"False","Delete an Microsoft.DigitalTwins/digitalTwinsInstances resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitaltwins/read","Read Digital Twin",,"True","Read any Digital Twin"
"Azure Digital Twins","Microsoft.DigitalTwins/digitaltwins/write","Create Digital Twin",,"True","Create or Update any Digital Twin"
"Azure Digital Twins","Microsoft.DigitalTwins/digitaltwins/delete","Delete Digital Twin",,"True","Delete any Digital Twin"
"Azure Digital Twins","Microsoft.DigitalTwins/digitaltwins/commands/action","Invoke Command on Digital Twin",,"True","Invoke any Command on a Digital Twin"
"Azure Digital Twins","Microsoft.DigitalTwins/digitaltwins/relationships/read","Read Digital Twin Relationship",,"True","Read any Digital Twin Relationship"
"Azure Digital Twins","Microsoft.DigitalTwins/digitaltwins/relationships/write","Create Digital Twin Relationship",,"True","Create or Update any Digital Twin Relationship"
"Azure Digital Twins","Microsoft.DigitalTwins/digitaltwins/relationships/delete","Delete Digital Twin Relationship",,"True","Delete any Digital Twin Relationship"
"Azure Digital Twins","Microsoft.DigitalTwins/eventroutes/read","Read Event Route",,"True","Read any Event Route"
"Azure Digital Twins","Microsoft.DigitalTwins/eventroutes/delete","Delete Event Route",,"True","Delete any Event Route"
"Azure Digital Twins","Microsoft.DigitalTwins/eventroutes/write","Create Event Route",,"True","Create or Update any Event Route"
"Azure Digital Twins","Microsoft.DigitalTwins/models/read","Read Model",,"True","Read any Model"
"Azure Digital Twins","Microsoft.DigitalTwins/models/write","Create Model",,"True","Create or Update any Model"
"Azure Digital Twins","Microsoft.DigitalTwins/models/delete","Delete Model",,"True","Delete any Model"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/diagnosticSettings/read","Get Diagnostic Settings",,"False","Gets the diagnostic settings for the resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/diagnosticSettings/write","Set Diagnostic Settings",,"False","Sets the diagnostic settings for the resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/metricDefinitions/read","Get Azure Monitor Metric Settings",,"False","Gets the metric settings for the resource's Azure Monitor"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/logDefinitions/read","Get Azure Monitor Log Settings",,"False","Gets the log settings for the resource's Azure Monitor"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/endpoints/delete","Delete Endpoint",,"False","Delete any Endpoint of a Digital Twins resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/endpoints/read","Read Endpoint",,"False","Read any Endpoint of a Digital Twins resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/endpoints/write","Write Endpoint",,"False","Create or Update any Endpoint of a Digital Twins resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/operationsResults/read","Read Operation Result",,"False","Read any Operation Result"
"Azure Digital Twins","Microsoft.DigitalTwins/locations/checkNameAvailability/action","Check Name Availability",,"False","Check Name Availability of a resource in the Digital Twins Resource Provider"
"Azure Digital Twins","Microsoft.DigitalTwins/locations/operationsResults/read","Read Operation Result",,"False","Read any Operation Result"
"Azure Digital Twins","Microsoft.DigitalTwins/operations/read","Read Operations",,"False","Read all Operations"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateLinkResources/read","Read PrivateLinkResources",,"False","Reads PrivateLinkResources for Digital Twins"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/validate/action","Validate PrivateEndpointConnectionProxies",,"False","Validate PrivateEndpointConnectionProxies resource"
